"","Value","Std.Error","DF","t.value","p.value"
"(Intercept)",-646.060048934903,182.720415559291,139,-3.53578469574607,0.000552823437151679
"abs_humidity_g_m3_interpol",86.1192517367921,17.5335193837164,139,4.91169227649596,2.49944915296367e-06
"temp_C_interpol",53.3780209253956,10.0085515459793,139,5.33324134668009,3.81364304436401e-07
"abs_humidity_g_m3_interpol:temp_C_interpol",-4.52310130075258,0.95618668339599,139,-4.73035378895714,5.4444230191061e-06
