"","Estimate","Std..Error","t.value"
"(Intercept)",861.250120947046,330.658433044508,2.60465191532289
"abs_humidity_g_m3_interpol",-57.8952489294371,36.7631164201313,-1.57481885561078
"temp_C_interpol",-28.0626205405627,17.7817147025047,-1.57817291583302
"abs_humidity_g_m3_interpol:temp_C_interpol",3.2466296533136,1.97417765819633,1.64454786520066
