"","Value","Std.Error","DF","t.value","p.value"
"(Intercept)",245.212600264052,15.6131798819563,141,15.7054874226766,9.05700625934987e-33
"temp_C_interpol",6.47044655840058,0.831093957165348,141,7.78545735125983,1.35541500413812e-12
