"","humidity_tmt","trial_num","temp_mean","temp_SD","humidity_mean","humidity_SD"
"1","dry","1",27.4330357142857,1.20820086906286,11.0513392857143,4.15889182524297
"2","humid","1",27.4606944444444,1.28827820531883,71.8062673611111,13.861969574269
"3","dry","2",25.0494791666667,1.41162230600571,10.87109375,4.94731948432288
"4","humid","2",25.5228044871795,1.92798416509229,89.1782371794872,10.3091524936765
"5","dry","3",24.4657386363636,1.04561255493449,15.0272727272727,7.42476300835849
"6","humid","3",23.7776615646259,1.73305782381407,83.702806122449,14.4354783732184
"7","dry","4",24.4522340425532,1.00626058316504,15.8960556464812,6.7552900366522
"8","humid","4",24.4576696647588,1.41384435425407,85.3184873262469,10.9620359720566
