"","date","Time","individual_ID","region","TEWL_g_m2h","CV","SSWL_g_m2","ambient_temp_C","ambient_RH_percent","CEWL_date_time","abs_humidity_g_m3"
"63",2021-04-05,"15:36:06",13,"head",15,0.48,0.0898,23.3,41.4,2021-04-05 15:36:06,8.65666316680726
"64",2021-04-05,"15:37:53",13,"mite",43.44,0.13,0,23.3,41.4,2021-04-05 15:37:53,8.65666316680726
"65",2021-04-05,"15:40:45",14,"dors",16.56,0.39,0.120031,23.2,41.4,2021-04-05 15:40:45,8.60737935386491
"66",2021-04-05,"15:41:30",14,"vent",30.84,0.08,7.5e-05,23.3,41.3,2021-04-05 15:41:30,8.63575335239469
"67",2021-04-05,"15:43:25",14,"dewl",13.19,0.48,0.1643534,23.4,41.2,2021-04-05 15:43:25,8.66413181641393
"68",2021-04-05,"15:45:05",14,"head",17.24,0.37,0.0983,23.4,41.2,2021-04-05 15:45:05,8.66413181641393
"69",2021-04-05,"15:46:31",14,"mite",13.63,0.45,0.1008584,23.4,41.2,2021-04-05 15:46:31,8.66413181641393
"70",2021-04-05,"15:49:14",15,"dors",18.87,0.39,0.0402,23.3,41.5,2021-04-05 15:49:14,8.67757298121984
"71",2021-04-05,"15:49:56",15,"vent",35.6,0.18,7.86e-05,23.2,41.5,2021-04-05 15:49:56,8.62817012525105
"72",2021-04-05,"15:51:41",15,"dewl",20.25,0.36,0.0359,23.2,41.5,2021-04-05 15:51:41,8.62817012525105
"73",2021-04-05,"15:53:03",15,"head",19.3,0.26,0.055,23.3,41.4,2021-04-05 15:53:03,8.65666316680726
"74",2021-04-05,"15:54:11",15,"mite",40.2,0.16,0,23.4,41.4,2021-04-05 15:54:11,8.70619070872663
"75",2021-04-05,"15:59:13",16,"dors",19.31,0.35,0.0177,23.3,41.3,2021-04-05 15:59:13,8.63575335239469
"76",2021-04-05,"16:03:18",16,"vent",18.11,0.39,0.0441,23.3,41.3,2021-04-05 16:03:18,8.63575335239469
"77",2021-04-05,"16:05:03",16,"dewl",10.02,0.73,0.146899,23.2,41.2,2021-04-05 16:05:03,8.56579781109261
"78",2021-04-05,"16:07:12",16,"head",14.72,0.5,0.1493243,23.1,41.4,2021-04-05 16:07:12,8.55833827349831
"79",2021-04-05,"16:08:14",16,"mite",35.15,0.2,0,23.2,41.4,2021-04-05 16:08:14,8.60737935386491
"80",2021-04-05,"16:11:02",17,"dors",13.17,0.51,0.0727097,23.2,41.2,2021-04-05 16:11:02,8.56579781109261
"81",2021-04-05,"16:12:30",17,"vent",22.67,0.27,0.0552,23.1,41.4,2021-04-05 16:12:30,8.55833827349831
"82",2021-04-05,"16:13:43",17,"dewl",13.17,0.57,0.0628,23.1,41.3,2021-04-05 16:13:43,8.53766595882802
"83",2021-04-05,"16:14:37",17,"head",19.92,0.35,0.0087,23.1,41.5,2021-04-05 16:14:37,8.57901058816859
"84",2021-04-05,"16:15:54",17,"mite",54.3,0.14,0,23.1,41.8,2021-04-05 16:15:54,8.64102753217945
"85",2021-04-05,"16:19:38",18,"dors",14.8,0.5,0.0983,23,41.8,2021-04-05 16:19:38,8.59175669990727
"86",2021-04-05,"16:21:35",18,"vent",18.42,0.41,0.1959696,23.2,41.3,2021-04-05 16:21:35,8.58658858247876
"87",2021-04-05,"16:23:01",18,"dewl",13.91,0.48,0.0835,23.1,41.6,2021-04-05 16:23:01,8.59968290283888
"88",2021-04-05,"16:24:08",18,"head",15.86,0.39,0.0456,23.1,41.5,2021-04-05 16:24:08,8.57901058816859
"89",2021-04-05,"16:27:11",18,"mite",53.44,0.14,0,23.2,41.3,2021-04-05 16:27:11,8.58658858247876
"90",2021-04-05,"16:29:56",19,"dors",16.51,0.42,0.0641,23.1,41.7,2021-04-05 16:29:56,8.62035521750917
"91",2021-04-05,"16:32:09",19,"vent",18.48,0.38,0.1857105,23.1,41.7,2021-04-05 16:32:09,8.62035521750917
"92",2021-04-05,"16:33:16",19,"dewl",14,0.45,0.0656,23.2,41.9,2021-04-05 16:33:16,8.71133321079564
"93",2021-04-05,"16:35:23",19,"head",18.76,0.31,0.1551878,23,41.7,2021-04-05 16:35:23,8.57120225804146
"94",2021-04-05,"16:36:59",19,"mite",23.02,0.29,0.057,23,41.8,2021-04-05 16:36:59,8.59175669990727
"95",2021-04-05,"16:40:17",20,"dors",14.01,0.53,0.0625,23.1,41.6,2021-04-05 16:40:17,8.59968290283888
"96",2021-04-05,"16:40:58",20,"vent",27.7,0.26,0.000278,23,41.6,2021-04-05 16:40:58,8.55064781617565
"97",2021-04-05,"16:42:52",20,"dewl",11.66,0.55,0.1480456,23,41.5,2021-04-05 16:42:52,8.53009337430985
"98",2021-04-05,"16:43:38",20,"head",27.05,0.24,0,23,41.5,2021-04-05 16:43:38,8.53009337430985
"99",2021-04-05,"16:45:02",20,"mite",17.8,0.35,0.0589,23,41.5,2021-04-05 16:45:02,8.53009337430985
"100",2021-04-05,"16:47:04",21,"dors",15.18,0.49,0.0474,23,41.6,2021-04-05 16:47:04,8.55064781617565
"101",2021-04-05,"16:47:46",21,"vent",29.29,0.18,0.000217,23,41.4,2021-04-05 16:47:46,8.50953893244404
"102",2021-04-05,"16:49:10",21,"dewl",12.97,0.47,0.1026285,23,41.3,2021-04-05 16:49:10,8.48898449057823
"103",2021-04-05,"16:50:21",21,"head",14.6,0.41,0.0398261,23,41.3,2021-04-05 16:50:21,8.48898449057823
"104",2021-04-05,"16:52:18",21,"mite",13.6,0.54,0.1312765,23,41.3,2021-04-05 16:52:18,8.48898449057823
"105",2021-04-05,"16:54:47",26,"dors",11.59,0.6,0.1429985,23,41.6,2021-04-05 16:54:47,8.55064781617565
"106",2021-04-05,"16:55:28",26,"vent",32.58,0.23,0,22.9,41.7,2021-04-05 16:55:28,8.52229179231343
"107",2021-04-05,"16:56:54",26,"dewl",8.36,0.87,0.1256637,23,41.7,2021-04-05 16:56:54,8.57120225804146
"108",2021-04-05,"16:59:01",26,"head",15.22,0.45,0.1411229,23,41.5,2021-04-05 16:59:01,8.53009337430985
"109",2021-04-05,"17:01:03",26,"mite",30.93,0.23,0,23,41.7,2021-04-05 17:01:03,8.57120225804146
"110",2021-04-05,"17:03:47",27,"dors",14.5,0.49,0.0743056,22.9,41.6,2021-04-05 17:03:47,8.50185464173235
"111",2021-04-05,"17:04:41",27,"vent",28.63,0.09,7.34e-05,23,41.6,2021-04-05 17:04:41,8.55064781617565
"112",2021-04-05,"17:06:28",27,"dewl",13.81,0.5,0.1059049,22.9,41.8,2021-04-05 17:06:28,8.54272894289452
"113",2021-04-05,"17:07:27",27,"head",16.28,0.46,0.0282,23,41.8,2021-04-05 17:07:27,8.59175669990727
"114",2021-04-05,"17:09:09",27,"mite",14.12,0.5,0.0839,23.1,41.9,2021-04-05 17:09:09,8.66169984684974
"115",2021-04-05,"17:12:20",30,"dors",16.24,0.41,0.0359,23,41.8,2021-04-05 17:12:20,8.59175669990727
"116",2021-04-05,"17:14:41",30,"vent",15.34,0.44,0.1906797,22.9,42,2021-04-05 17:14:41,8.58360324405669
"117",2021-04-05,"17:16:14",30,"dewl",10.67,0.65,0.1068852,22.9,41.9,2021-04-05 17:16:14,8.56316609347561
"118",2021-04-05,"17:17:28",30,"head",18.86,0.38,0.0379,23,41.6,2021-04-05 17:17:28,8.55064781617565
"119",2021-04-05,"17:19:43",30,"mite",13.95,0.54,0.2244961,22.9,42,2021-04-05 17:19:43,8.58360324405669
"120",2021-04-05,"17:21:57",29,"dors",13.65,0.53,0.0626236,22.9,41.6,2021-04-05 17:21:57,8.50185464173235
"121",2021-04-05,"17:24:09",29,"vent",16.74,0.43,0.1213718,23,41.5,2021-04-05 17:24:09,8.53009337430985
"122",2021-04-05,"17:25:35",29,"dewl",14.13,0.46,0.0572,22.9,41.7,2021-04-05 17:25:35,8.52229179231343
"123",2021-04-05,"17:26:59",29,"head",18.2,0.34,0.0701,22.9,41.7,2021-04-05 17:26:59,8.52229179231343
"124",2021-04-05,"17:29:01",29,"mite",11.1,0.67,0.1702822,23,41.6,2021-04-05 17:29:01,8.55064781617565
"125",2021-04-05,"17:31:27",24,"dors",13.95,0.51,0.0622,23.1,41.7,2021-04-05 17:31:27,8.62035521750917
"126",2021-04-05,"17:32:46",24,"vent",19.41,0.38,0.0622,23,41.8,2021-04-05 17:32:46,8.59175669990727
"127",2021-04-05,"17:34:38",24,"dewl",8.14,0.73,0.157965,23,42.1,2021-04-05 17:34:38,8.65342002550469
"128",2021-04-05,"17:36:49",24,"head",17.73,0.39,0.1657571,22.9,42,2021-04-05 17:36:49,8.58360324405669
"129",2021-04-05,"17:38:20",24,"mite",12.05,0.52,0.1192757,23.1,41.9,2021-04-05 17:38:20,8.66169984684974
"130",2021-04-19,"12:39:00",31,"dors",35.71,0.21,0,22.5,47.8,2021-04-19 12:39:00,9.54745396805103
"131",2021-04-19,"12:39:46",31,"vent",40.74,0.15,0.000274,23,46.6,2021-04-19 12:39:46,9.578369909466
"132",2021-04-19,"12:42:23",31,"dewl",16.11,0.46,0.3008764,22.9,46.5,2021-04-19 12:42:23,9.50327502020563
"133",2021-04-19,"12:43:09",31,"head",36.05,0.12,4.26e-05,23,46.3,2021-04-19 12:43:09,9.51670658386857
"134",2021-04-19,"12:44:00",31,"mite",55.65,0.12,0.000163,22.7,46.9,2021-04-19 12:44:00,9.47581812677487
"135",2021-04-19,"12:46:55",32,"dors",52.97,0.14,0,23,46.7,2021-04-19 12:46:55,9.5989243513318
"136",2021-04-19,"12:47:47",32,"vent",67.64,0.1,0,23,46.3,2021-04-19 12:47:47,9.51670658386857
"137",2021-04-19,"12:48:44",32,"dewl",33.31,0.21,0.0638,22.9,46.4,2021-04-19 12:48:44,9.48283786962454
"138",2021-04-19,"12:49:27",32,"head",45.79,0.14,0,22.9,46.3,2021-04-19 12:49:27,9.46240071904345
"139",2021-04-19,"12:52:52",32,"mite",38.55,0.03,0,23,45.9,2021-04-19 12:52:52,9.43448881640535
"140",2021-04-19,"13:02:51",34,"dors",37.87,0.19,0,22.8,46.8,2021-04-19 13:02:51,9.50996518620089
"141",2021-04-19,"13:03:36",34,"vent",51.47,0.14,0,23,46,2021-04-19 13:03:36,9.45504325827116
"142",2021-04-19,"13:05:12",34,"dewl",14.82,0.46,0.1654284,22.8,46.3,2021-04-19 13:05:12,9.40836299404062
"143",2021-04-19,"13:06:00",34,"head",70.75,0.08,3.07e-05,22.9,46.3,2021-04-19 13:06:00,9.46240071904345
"144",2021-04-19,"13:07:36",34,"mite",38.99,0.16,0.1064237,22.9,46.2,2021-04-19 13:07:36,9.44196356846236
"145",2021-04-19,"13:08:52",33,"dors",33.85,0.06,1.16e-05,22.9,46.3,2021-04-19 13:08:52,9.46240071904345
"146",2021-04-19,"13:09:52",33,"vent",49.98,0.14,0,22.9,46.3,2021-04-19 13:09:52,9.46240071904345
"147",2021-04-19,"13:11:54",33,"dewl",22.64,0.31,0.1150295,23.1,46,2021-04-19 13:11:54,9.50926474833145
"148",2021-04-19,"13:12:53",33,"head",84.26,0.09,0,23,45.9,2021-04-19 13:12:53,9.43448881640535
"149",2021-04-19,"13:14:43",33,"mite",24.67,0.3,0.4360261,22.8,46.6,2021-04-19 13:14:43,9.46932430933678
"150",2021-04-19,"13:21:20",35,"dors",24.87,0.27,0.0812,22.9,46.6,2021-04-19 13:21:20,9.52371217078671
"151",2021-04-19,"13:22:15",35,"vent",43.61,0.13,0.000225,23,46.5,2021-04-19 13:22:15,9.55781546760019
"152",2021-04-19,"13:23:33",35,"dewl",20,0.28,0.1196715,23,46.6,2021-04-19 13:23:33,9.578369909466
"153",2021-04-19,"13:27:20",35,"head",27.06,0.25,0.0369,23.1,46.3,2021-04-19 13:27:20,9.57128169234231
"154",2021-04-19,"13:28:03",35,"mite",48.47,0.12,1.77e-06,23.1,46.3,2021-04-19 13:28:03,9.57128169234231
"155",2021-04-19,"13:30:36",36,"dors",29.76,0.24,0.1638876,23,46.3,2021-04-19 13:30:36,9.51670658386857
"156",2021-04-19,"13:31:25",36,"vent",56.55,0.08,6.18e-06,23.1,46.3,2021-04-19 13:31:25,9.57128169234231
"157",2021-04-19,"13:32:31",36,"dewl",23.82,0.3,0.0742824,23.1,46.4,2021-04-19 13:32:31,9.5919540070126
"158",2021-04-19,"13:34:52",36,"head",24.66,0.27,0.2865193,22.9,46.6,2021-04-19 13:34:52,9.52371217078671
"159",2021-04-19,"13:36:46",36,"mite",16.9,0.41,0.2162967,23,46.5,2021-04-19 13:36:46,9.55781546760019
"160",2021-04-19,"13:38:08",37,"dors",33.05,0.22,0.0178,23.2,46.2,2021-04-19 13:38:08,9.60533638039997
"161",2021-04-19,"13:38:59",37,"vent",53.51,0.11,2.17e-06,23,46.4,2021-04-19 13:38:59,9.53726102573438
"162",2021-04-19,"13:40:41",37,"dewl",25.21,0.26,0.1039739,23.1,46.1,2021-04-19 13:40:41,9.52993706300174
"163",2021-04-19,"13:42:10",37,"head",30.71,0.19,0.065,23.1,46,2021-04-19 13:42:10,9.50926474833145
"164",2021-04-19,"13:42:59",37,"mite",60.55,0.07,4.57e-05,23.1,46,2021-04-19 13:42:59,9.50926474833145
"165",2021-04-19,"13:44:53",38,"dors",33.27,0.21,0.0244,23,46.4,2021-04-19 13:44:53,9.53726102573438
"166",2021-04-19,"13:47:29",38,"vent",23.34,0.3,0.378902,23,46.2,2021-04-19 13:47:29,9.49615214200277
"167",2021-04-19,"13:49:25",38,"dewl",21,0.3,0.2004525,23.1,46,2021-04-19 13:49:25,9.50926474833145
"168",2021-04-19,"13:50:11",38,"head",65.73,0.1,0.00013,23,46.4,2021-04-19 13:50:11,9.53726102573438
"169",2021-04-19,"13:52:06",38,"mite",26.7,0.28,0.3182207,23,46.4,2021-04-19 13:52:06,9.53726102573438
"170",2021-04-19,"13:56:14",39,"dors",34.26,0.18,1.32e-05,22.8,46.8,2021-04-19 13:56:14,9.50996518620089
"171",2021-04-19,"13:57:59",39,"vent",32.21,0.2,0.146222,23.1,46.2,2021-04-19 13:57:59,9.55060937767203
"172",2021-04-19,"14:00:47",39,"dewl",12.56,0.55,0.4031867,23,46.4,2021-04-19 14:00:47,9.53726102573438
"173",2021-04-19,"14:01:41",39,"head",62.94,0.09,0,23,46.5,2021-04-19 14:01:41,9.55781546760019
"174",2021-04-19,"14:03:35",39,"mite",20.6,0.36,0.1970097,23,46.5,2021-04-19 14:03:35,9.55781546760019
"175",2021-04-19,"14:07:12",40,"dors",22.86,0.33,0.0600928,23.3,46,2021-04-19 14:07:12,9.61851462978585
"176",2021-04-19,"14:07:56",40,"vent",59.15,0.11,1e-04,23.2,46.1,2021-04-19 14:07:56,9.58454560901382
"177",2021-04-19,"14:10:14",40,"dewl",18.13,0.39,0.211816,23,46.2,2021-04-19 14:10:14,9.49615214200277
"178",2021-04-19,"14:11:18",40,"head",27.16,0.27,0.0155,23.1,45.9,2021-04-19 14:11:18,9.48859243366117
"179",2021-04-19,"14:12:53",40,"mite",27.5,0.26,0.0989,23,45.9,2021-04-19 14:12:53,9.43448881640535
"180",2021-04-19,"14:16:34",42,"dors",41.74,0.16,5.82e-06,23,46.2,2021-04-19 14:16:34,9.49615214200277
"181",2021-04-19,"14:17:30",42,"vent",52.38,0.12,2.02e-05,23,46,2021-04-19 14:17:30,9.45504325827116
"182",2021-04-19,"14:20:49",42,"dewl",18.14,0.38,0.3058844,23,46,2021-04-19 14:20:49,9.45504325827116
"183",2021-04-19,"14:21:42",42,"head",55.74,0.12,0,23,46.1,2021-04-19 14:21:42,9.47559770013696
"184",2021-04-19,"14:22:29",42,"mite",44.87,0.11,4.47e-05,23,46.1,2021-04-19 14:22:29,9.47559770013696
"185",2021-04-19,"14:25:20",41,"dors",47.22,0.12,0,22.9,46.5,2021-04-19 14:25:20,9.50327502020563
"186",2021-04-19,"14:26:14",41,"vent",51.66,0.13,2.17e-06,22.9,46.5,2021-04-19 14:26:14,9.50327502020563
"187",2021-04-19,"14:28:37",41,"dewl",25.78,0.28,0.1861171,23,46,2021-04-19 14:28:37,9.45504325827116
"188",2021-04-19,"14:29:21",41,"head",57.31,0.1,3.83e-05,22.8,46.5,2021-04-19 14:29:21,9.44900387090473
"189",2021-04-19,"14:30:53",41,"mite",42.28,0.14,0.0932,23,46.1,2021-04-19 14:30:53,9.47559770013696
"190",2021-04-19,"14:36:07",43,"dors",25.13,0.29,0.0361,23,46,2021-04-19 14:36:07,9.45504325827116
"191",2021-04-19,"14:36:54",43,"vent",42.79,0.17,1.74e-06,23,46,2021-04-19 14:36:54,9.45504325827116
"192",2021-04-19,"14:39:22",43,"dewl",21.04,0.27,0.2397392,23.1,45.7,2021-04-19 14:39:22,9.4472478043206
"193",2021-04-19,"14:40:07",43,"head",34.9,0.13,0,23,45.7,2021-04-19 14:40:07,9.39337993267374
"194",2021-04-19,"14:42:27",43,"mite",20.38,0.37,0.3237834,23.1,45.7,2021-04-19 14:42:27,9.4472478043206
"195",2021-04-19,"14:44:44",44,"dors",20.44,0.33,0.1131627,23.2,45.2,2021-04-19 14:44:44,9.3974286665385
"196",2021-04-19,"14:47:27",44,"vent",24.03,0.31,0.3735338,22.9,45.7,2021-04-19 14:47:27,9.33977781555693
"197",2021-04-19,"14:49:36",44,"dewl",10.04,0.64,0.2756111,23.1,45.4,2021-04-19 14:49:36,9.38523086030974
"198",2021-04-19,"14:50:17",44,"head",34.16,0.1,0.000103,23,45.5,2021-04-19 14:50:17,9.35227104894212
"199",2021-04-19,"14:52:39",44,"mite",16.42,0.42,0.3346167,23,45.6,2021-04-19 14:52:39,9.37282549080793
"200",2021-04-19,"14:54:43",45,"dors",17.09,0.44,0.0887,23,45.6,2021-04-19 14:54:43,9.37282549080793
"201",2021-04-19,"14:57:11",45,"vent",17.23,0.41,0.2471717,22.9,45.7,2021-04-19 14:57:11,9.33977781555693
"202",2021-04-19,"14:58:38",45,"dewl",12.76,0.51,0.1302297,22.9,45.7,2021-04-19 14:58:38,9.33977781555693
"203",2021-04-19,"15:00:20",45,"head",30.05,0.18,0.0873,22.8,45.8,2021-04-19 15:00:20,9.30676080188035
"204",2021-04-19,"15:06:52",45,"mite",14.98,0.49,0.0589,23,45.4,2021-04-19 15:06:52,9.33171660707631
"205",2021-04-19,"15:42:39",46,"dors",12.8,0.56,0.0509,22.6,46.4,2021-04-19 15:42:39,9.32117630767257
"206",2021-04-19,"15:44:50",46,"vent",14.37,0.46,0.1691336,22.5,46.4,2021-04-19 15:44:50,9.26782142505372
"207",2021-04-19,"15:47:02",46,"dewl",7.31,1.01,0.213872,22.4,46.6,2021-04-19 15:47:02,9.25444953898685
"208",2021-04-19,"15:48:57",46,"head",18.84,0.36,0.1094259,22.6,46.3,2021-04-19 15:48:57,9.30108756563017
"209",2021-04-19,"15:50:44",46,"mite",13.69,0.54,0.1169638,22.6,46.3,2021-04-19 15:50:44,9.30108756563017
"210",2021-04-19,"15:52:34",47,"dors",17.2,0.41,0.0218,22.6,46.4,2021-04-19 15:52:34,9.32117630767257
"211",2021-04-19,"15:54:51",47,"vent",15.93,0.39,0.2001058,22.7,46.2,2021-04-19 15:54:51,9.33438800547973
"212",2021-04-19,"15:57:25",47,"dewl",7.48,1,0.2195848,22.6,46.3,2021-04-19 15:57:25,9.30108756563017
"213",2021-04-19,"15:58:56",47,"head",17.59,0.34,0.0590385,22.7,46.1,2021-04-19 15:58:56,9.31418370243756
"214",2021-04-19,"15:59:46",47,"mite",32.18,0.07,5.82e-05,22.5,46.7,2021-04-19 15:59:46,9.32774268426743
