"","date","Time","individual_ID","region","TEWL_g_m2h","CV","SSWL_g_m2","ambient_temp_C","ambient_RH_percent","CEWL_date_time","abs_humidity_g_m3"
"215",2021-04-19,"16:01:16",52,"dors",16.5,0.43,0.0409,22.7,46.4,2021-04-19 16:01:16,9.37479661156405
"216",2021-04-19,"16:02:09",52,"vent",28.55,0.21,2.02e-06,22.6,46.4,2021-04-19 16:02:09,9.32117630767257
"217",2021-04-19,"16:04:02",52,"dewl",15.41,0.41,0.1333833,22.8,46,2021-04-19 16:04:02,9.34740167874446
"218",2021-04-19,"16:05:30",52,"head",27.53,0.22,0.000476,22.6,46.2,2021-04-19 16:05:30,9.28099882358778
"219",2021-04-19,"16:08:02",52,"mite",13.59,0.54,0.290969,22.6,46.2,2021-04-19 16:08:02,9.28099882358778
"220",2021-04-19,"16:19:14",53,"dors",19.65,0.36,0.00901,22.5,46.6,2021-04-19 16:19:14,9.30776893119619
"221",2021-04-19,"16:27:22",53,"vent",22.84,0.29,0.2139675,22.5,47,2021-04-19 16:27:22,9.38766394348114
"222",2021-04-19,"16:28:41",53,"dewl",20.6,0.29,0.0627,22.5,46.6,2021-04-19 16:28:41,9.30776893119619
"223",2021-04-19,"16:30:26",53,"head",30.53,0.22,0.0683,22.5,46.6,2021-04-19 16:30:26,9.30776893119619
"224",2021-04-19,"16:31:28",53,"mite",32.47,0.03,0,22.6,46.5,2021-04-19 16:31:28,9.34126504971497
"225",2021-04-19,"16:33:20",48,"dors",21.67,0.3,0.0383,22.6,46.4,2021-04-19 16:33:20,9.32117630767257
"226",2021-04-19,"16:34:10",48,"vent",45.14,0.05,3.22e-05,22.6,46.4,2021-04-19 16:34:10,9.32117630767257
"227",2021-04-19,"16:36:34",48,"dewl",19.94,0.28,0.2208455,22.6,46.3,2021-04-19 16:36:34,9.30108756563017
"228",2021-04-19,"16:38:00",48,"head",33.41,0.19,0.0706,22.6,46,2021-04-19 16:38:00,9.24082133950298
"229",2021-04-19,"16:38:46",48,"mite",46.56,0.16,1.33e-05,22.6,46.1,2021-04-19 16:38:46,9.26091008154538
"230",2021-04-19,"16:42:03",50,"dors",19.23,0.35,0.1048292,22.6,46,2021-04-19 16:42:03,9.24082133950298
"231",2021-04-19,"16:42:51",50,"vent",40.05,0.16,3.9e-05,22.6,46.1,2021-04-19 16:42:51,9.26091008154538
"232",2021-04-19,"16:44:41",50,"dewl",21.97,0.32,0.1560699,22.5,46.2,2021-04-19 16:44:41,9.22787391891124
"233",2021-04-19,"16:45:31",50,"head",44.01,0.1,9.04e-05,22.6,46.1,2021-04-19 16:45:31,9.26091008154538
"234",2021-04-19,"16:46:54",50,"mite",32.18,0.23,0.059,22.6,45.9,2021-04-19 16:46:54,9.22073259746058
"235",2021-04-19,"16:50:21",51,"dors",22.75,0.32,0.0541217,22.6,45.9,2021-04-19 16:50:21,9.22073259746058
"236",2021-04-19,"16:51:05",51,"vent",35.25,0.21,0,22.7,45.8,2021-04-19 16:51:05,9.25357079331107
"237",2021-04-19,"16:51:53",51,"dewl",25.24,0.26,0.0319,22.7,45.7,2021-04-19 16:51:53,9.23336649026891
"238",2021-04-19,"16:54:02",51,"head",23.34,0.28,0.1354646,22.6,45.8,2021-04-19 16:54:02,9.20064385541818
"239",2021-04-19,"16:56:06",51,"mite",20.32,0.33,0.133012,22.6,45.8,2021-04-19 16:56:06,9.20064385541818
"240",2021-04-26,"12:58:20",54,"dors",28.62,0.23,0,22.7,39.4,2021-04-26 12:58:20,7.96049539861258
"241",2021-04-26,"12:59:05",54,"vent",40.04,0.18,2.16e-06,22.8,39.2,2021-04-26 12:59:05,7.96561186536484
"242",2021-04-26,"13:00:16",54,"head",24.8,0.26,1.07e-05,22.8,39,2021-04-26 13:00:16,7.92497098850074
"243",2021-04-26,"13:04:19",54,"dewl",17.97,0.4,0.0932,22.8,38.5,2021-04-26 13:04:19,7.82336879634047
"244",2021-04-26,"13:05:41",54,"mite",18.21,0.36,0.1107478,22.5,39.2,2021-04-26 13:05:41,7.82971120392469
"245",2021-04-26,"13:09:16",55,"dors",25.72,0.18,5.01e-05,22.7,39.2,2021-04-26 13:09:16,7.92008679252825
"246",2021-04-26,"13:13:00",55,"vent",32.95,0.21,0.0185,22.7,39.1,2021-04-26 13:13:00,7.89988248948609
"247",2021-04-26,"13:15:38",55,"head",19.77,0.37,0.0322,22.9,38.5,2021-04-26 13:15:38,7.86830297371864
"248",2021-04-26,"13:20:45",57,"dors",24.75,0.29,0,22.9,39,2021-04-26 13:20:45,7.97048872662407
"249",2021-04-26,"13:21:31",57,"vent",43.6,0.14,3.07e-05,22.8,38.8,2021-04-26 13:21:31,7.88433011163663
"250",2021-04-26,"13:22:46",57,"head",20.49,0.36,0.045,23,38.6,2021-04-26 13:22:46,7.93401456020145
"251",2021-04-26,"13:24:58",57,"dewl",20.09,0.37,0.2580228,23.2,38.1,2021-04-26 13:24:58,7.92128389812205
"252",2021-04-26,"13:25:48",57,"mite",65.61,0.11,9.13e-05,23,38.4,2021-04-26 13:25:48,7.89290567646983
"253",2021-04-26,"13:31:47",58,"dors",18.38,0.12,9.36e-06,22.9,38.5,2021-04-26 13:31:47,7.86830297371864
"254",2021-04-26,"13:32:57",58,"vent",37.95,0.15,2.1e-05,23,38.3,2021-04-26 13:32:57,7.87235123460403
"255",2021-04-26,"13:34:07",58,"head",23.97,0.3,0.0113819,22.9,38.1,2021-04-26 13:34:07,7.78655437139429
"256",2021-04-26,"13:36:28",58,"dewl",15.89,0.46,0.1542816,22.9,38,2021-04-26 13:36:28,7.7661172208132
"257",2021-04-26,"13:37:14",58,"mite",28.84,0.12,2.25e-05,22.8,38.3,2021-04-26 13:37:14,7.78272791947636
"258",2021-04-26,"13:55:06",59,"dors",10.46,0.28,6.09e-05,22.6,37.1,2021-04-26 13:55:06,7.45292329772958
"259",2021-04-26,"13:57:03",59,"vent",10.76,0.58,0.1276254,22.8,36.7,2021-04-26 13:57:03,7.45760090456351
"260",2021-04-26,"13:58:07",59,"head",11.13,0.6,0.0259,22.8,36.9,2021-04-26 13:58:07,7.49824178142762
"261",2021-04-26,"13:59:51",59,"dewl",9.39,0.79,0.103277,22.9,36.7,2021-04-26 13:59:51,7.50043426325906
"262",2021-04-26,"14:00:49",59,"mite",29.65,0.25,0,23.1,36.6,2021-04-26 14:00:49,7.56606716932459
"263",2021-04-26,"14:06:40",60,"dors",28.13,0.25,0.000132,23,36.9,2021-04-26 14:06:40,7.58458904848273
"264",2021-04-26,"14:07:26",60,"vent",29.1,0.09,6.15e-05,22.9,36.7,2021-04-26 14:07:26,7.50043426325906
"265",2021-04-26,"14:08:06",60,"head",38.42,0.05,0,22.7,37.1,2021-04-26 14:08:06,7.49579642864281
"266",2021-04-26,"14:10:46",60,"dewl",14.35,0.51,0.2434584,22.8,36.8,2021-04-26 14:10:46,7.47792134299557
"267",2021-04-26,"14:11:31",60,"mite",45.69,0.14,0.000179,23.2,36.4,2021-04-26 14:11:31,7.56784078455755
"268",2021-04-26,"14:13:15",61,"dors",21.8,0.3,0.0375,23.2,36.4,2021-04-26 14:13:15,7.56784078455755
"269",2021-04-26,"14:14:04",61,"vent",50.15,0.14,0,23.2,36.2,2021-04-26 14:14:04,7.52625924178526
"270",2021-04-26,"14:15:20",61,"head",27.09,0.25,0.0664,23.2,35.7,2021-04-26 14:15:20,7.42230538485452
"271",2021-04-26,"14:16:01",61,"dewl",44.25,0.12,0.000134,23.1,35.7,2021-04-26 14:16:01,7.38001633729202
"272",2021-04-26,"14:22:13",62,"dors",27.05,0.16,3.89e-05,22.8,36.2,2021-04-26 14:22:13,7.35599871240325
"273",2021-04-26,"14:22:54",62,"vent",29.97,0.18,0.000141,22.8,36,2021-04-26 14:22:54,7.31535783553914
"274",2021-04-26,"14:23:48",62,"head",21.25,0.22,0.0162,22.9,36.1,2021-04-26 14:23:48,7.37781135977254
"275",2021-04-26,"14:25:59",62,"dewl",19.17,0.29,0.208549,23,35.6,2021-04-26 14:25:59,7.31738130422724
"276",2021-04-26,"14:28:13",62,"mite",19.76,0.37,0.2905155,23,35.8,2021-04-26 14:28:13,7.35849018795885
"277",2021-04-26,"14:29:32",63,"dors",17.38,0.32,0.0165,23.1,35.6,2021-04-26 14:29:32,7.35934402262174
"278",2021-04-26,"14:30:36",63,"vent",47.13,0.15,8.39e-06,23.1,35.6,2021-04-26 14:30:36,7.35934402262174
"279",2021-04-26,"14:32:13",63,"head",33.2,0.23,0.0537,23.1,35.5,2021-04-26 14:32:13,7.33867170795145
"280",2021-04-26,"14:34:57",63,"dewl",25.38,0.29,0.2895468,23.1,35.2,2021-04-26 14:34:57,7.27665476394059
"281",2021-04-26,"14:39:07",63,"mite",96.16,0.08,0,23,35.2,2021-04-26 14:39:07,7.23516353676402
"282",2021-04-26,"15:15:17",64,"dors",11.42,0.61,0.0145,22.7,34.9,2021-04-26 15:15:17,7.0513017617152
"283",2021-04-26,"15:15:59",64,"vent",26.04,0.21,0.000202,22.6,34.9,2021-04-26 15:15:59,7.01097097279682
"284",2021-04-26,"15:16:55",64,"head",9.47,0.75,0.0561,22.6,34.9,2021-04-26 15:16:55,7.01097097279682
"285",2021-04-26,"15:18:48",64,"dewl",11.67,0.57,0.1307951,22.7,34.6,2021-04-26 15:18:48,6.99068885258871
"286",2021-04-26,"15:19:53",64,"mite",35.28,0.18,0,22.6,35,2021-04-26 15:19:53,7.03105971483923
"287",2021-04-26,"15:22:32",65,"dewl",17.08,0.38,0.0197,22.8,34.7,2021-04-26 15:22:32,7.05119213592245
"288",2021-04-26,"15:23:19",65,"vent",42.96,0.17,6.02e-05,22.8,34.6,2021-04-26 15:23:19,7.0308716974904
"289",2021-04-26,"15:25:43",65,"head",50.5,0.12,0,22.7,34.6,2021-04-26 15:25:43,6.99068885258871
"290",2021-04-26,"15:27:22",66,"dors",32.26,0.17,0.000104,22.7,34.6,2021-04-26 15:27:22,6.99068885258871
"291",2021-04-26,"15:28:07",66,"vent",54.11,0.11,0,22.8,34.6,2021-04-26 15:28:07,7.0308716974904
"292",2021-04-26,"15:29:21",66,"head",20.94,0.34,0.0592561,22.7,34.8,2021-04-26 15:29:21,7.03109745867304
"293",2021-04-26,"15:32:46",66,"dewl",26.23,0.04,0.000142,22.6,35.1,2021-04-26 15:32:46,7.05114845688162
"294",2021-04-26,"15:34:47",66,"mite",24.86,0.3,0.2908604,22.8,34.8,2021-04-26 15:34:47,7.0715125743545
"295",2021-04-26,"15:36:58",67,"dors",23.34,0.28,0.0514,22.6,35.1,2021-04-26 15:36:58,7.05114845688162
"296",2021-04-26,"15:37:49",67,"vent",53.03,0.14,2.29e-06,22.8,35,2021-04-26 15:37:49,7.11215345121861
"297",2021-04-26,"15:38:40",67,"head",24.65,0.27,0.00489,22.5,35,2021-04-26 15:38:40,6.99081357493276
"298",2021-04-26,"15:40:11",67,"mite",83.49,0.08,0,22.7,35,2021-04-26 15:40:11,7.07150606475737
"299",2021-04-26,"15:42:32",68,"dors",17.39,0.41,0.1332998,22.8,34.7,2021-04-26 15:42:32,7.05119213592245
"300",2021-04-26,"15:43:20",68,"vent",50.11,0.12,3.62e-05,22.8,34.7,2021-04-26 15:43:20,7.05119213592245
"301",2021-04-26,"15:44:45",68,"head",70.72,0.11,0,22.8,34.8,2021-04-26 15:44:45,7.0715125743545
"302",2021-04-26,"15:46:20",68,"dewl",46.64,0.15,0.1822363,22.9,34.6,2021-04-26 15:46:20,7.07125410105623
"303",2021-04-26,"15:48:57",68,"mite",23.13,0.29,0.4273053,23,34.3,2021-04-26 15:48:57,7.05017355997175
"304",2021-04-26,"15:50:50",69,"dors",21.66,0.32,0.0347,22.9,34.6,2021-04-26 15:50:50,7.07125410105623
"305",2021-04-26,"15:53:00",69,"vent",32.51,0.2,0.2421258,22.9,34.4,2021-04-26 15:53:00,7.03037979989405
"306",2021-04-26,"15:54:02",69,"head",18.21,0.33,0.0581,22.9,34.3,2021-04-26 15:54:02,7.00994264931297
"307",2021-04-26,"15:55:12",69,"dewl",35.03,0.21,0.0265,23,34.2,2021-04-26 15:55:12,7.02961911810595
"308",2021-04-26,"15:57:12",69,"mite",23.91,0.26,0.1055227,23,34.1,2021-04-26 15:57:12,7.00906467624014
"309",2021-04-26,"15:58:48",70,"dors",16.92,0.36,0.026,23,34.1,2021-04-26 15:58:48,7.00906467624014
"310",2021-04-26,"15:59:36",70,"vent",55.07,0.12,0,23,34,2021-04-26 15:59:36,6.98851023437433
"311",2021-04-26,"16:00:42",70,"head",55.25,0.12,3.35e-06,23,34.1,2021-04-26 16:00:42,7.00906467624014
"312",2021-04-26,"16:02:50",70,"dewl",25.57,0.25,0.2582923,23,34.1,2021-04-26 16:02:50,7.00906467624014
"313",2021-04-26,"16:03:42",70,"mite",34.01,0.19,0,23,34.1,2021-04-26 16:03:42,7.00906467624014
"314",2021-04-26,"16:05:24",71,"dors",12.67,0.52,0.0369,23.1,34,2021-04-26 16:05:24,7.02858698789716
"315",2021-04-26,"16:06:12",71,"vent",34.43,0.2,9.75e-06,23,34.1,2021-04-26 16:06:12,7.00906467624014
"316",2021-04-26,"16:07:18",71,"head",19.86,0.32,0.025,23,34,2021-04-26 16:07:18,6.98851023437433
"317",2021-04-26,"16:08:03",71,"dewl",28.3,0.26,0.000657,23,34,2021-04-26 16:08:03,6.98851023437433
"318",2021-04-26,"16:10:29",71,"mite",10.85,0.56,0.3066547,23,34,2021-04-26 16:10:29,6.98851023437433
"319",2021-04-26,"16:12:35",72,"dors",21.7,0.15,0,23,34.1,2021-04-26 16:12:35,7.00906467624014
"320",2021-04-26,"16:14:05",72,"vent",18.75,0.38,0.0399,23,34.1,2021-04-26 16:14:05,7.00906467624014
"321",2021-04-26,"16:15:15",72,"head",18.55,0.33,0.0325,23,34,2021-04-26 16:15:15,6.98851023437433
"322",2021-04-26,"16:16:43",72,"dewl",18,0.37,0.0691537,23,34.1,2021-04-26 16:16:43,7.00906467624014
"323",2021-04-26,"16:18:22",72,"mite",47.15,0.16,0,23,34.2,2021-04-26 16:18:22,7.02961911810595
"324",2021-04-26,"16:20:43",73,"dors",15.37,0.48,0.0267,23,34.3,2021-04-26 16:20:43,7.05017355997175
"325",2021-04-26,"16:21:29",73,"vent",23.66,0.09,2.89e-05,23,34.5,2021-04-26 16:21:29,7.09128244370337
"326",2021-04-26,"16:22:26",73,"head",18.31,0.28,0.00882,22.9,34.8,2021-04-26 16:22:26,7.1121284022184
"327",2021-04-26,"16:26:43",73,"mite",10.51,0.52,0.1338317,22.9,34.9,2021-04-26 16:26:43,7.13256555279949
"328",2021-04-26,"16:30:32",74,"dors",15.27,0.46,0.00189,22.8,35.3,2021-04-26 16:30:32,7.17311476651477
"329",2021-04-26,"16:32:41",74,"vent",13.36,0.52,0.1388313,22.9,35.4,2021-04-26 16:32:41,7.23475130570493
"330",2021-04-26,"16:33:35",74,"head",14.54,0.5,0.00802,22.9,35.5,2021-04-26 16:33:35,7.25518845628602
"331",2021-04-26,"16:35:34",74,"dewl",12.75,0.57,0.1541044,22.9,35.6,2021-04-26 16:35:34,7.2756256068671
"332",2021-04-26,"16:36:24",74,"mite",25.13,0.22,0.000184,22.9,35.7,2021-04-26 16:36:24,7.29606275744819
"333",2021-04-26,"16:40:45",75,"dors",14.89,0.48,0.000477,22.9,36,2021-04-26 16:40:45,7.35737420919145
"334",2021-04-26,"16:41:29",75,"vent",22.1,0.31,0.000404,22.8,36.2,2021-04-26 16:41:29,7.35599871240325
"335",2021-04-26,"16:42:46",75,"head",12.71,0.53,0.0146,22.8,36.3,2021-04-26 16:42:46,7.3763191508353
"336",2021-04-26,"16:45:02",75,"dewl",9.3,0.79,0.1843419,22.7,36.7,2021-04-26 16:45:02,7.41497921647415
"337",2021-04-26,"16:46:28",75,"mite",14.48,0.47,0.0342,22.7,36.8,2021-04-26 16:46:28,7.43518351951632
"338",2021-04-26,"16:49:22",76,"dors",14.04,0.53,0.000888,22.9,36.7,2021-04-26 16:49:22,7.50043426325906
"339",2021-04-26,"16:51:45",76,"vent",11.82,0.57,0.1950542,22.8,37.3,2021-04-26 16:51:45,7.57952353515583
"340",2021-04-26,"16:52:53",76,"head",12.97,0.47,0.0226,23,37.2,2021-04-26 16:52:53,7.64625237408015
"341",2021-04-26,"16:55:23",76,"dewl",12.37,0.6,0.2381606,23,37.1,2021-04-26 16:55:23,7.62569793221434
"342",2021-04-26,"16:57:08",76,"dewl",16.35,0.45,0.0834,23,37.1,2021-04-26 16:57:08,7.62569793221434
"343",2021-04-26,"16:59:43",77,"dors",9.76,0.69,0.0245,22.9,37.4,2021-04-26 16:59:43,7.64349431732668
"344",2021-04-26,"17:00:24",77,"vent",21.18,0.19,0.000236,22.9,37.5,2021-04-26 17:00:24,7.66393146790776
"345",2021-04-26,"17:01:30",77,"head",11.98,0.62,0.0509,22.9,37.3,2021-04-26 17:01:30,7.62305716674559
"346",2021-04-26,"17:03:14",77,"dewl",11.86,0.57,0.0957,22.9,37.3,2021-04-26 17:03:14,7.62305716674559
"347",2021-04-26,"17:04:45",77,"mite",13.74,0.45,0.054,22.8,37.5,2021-04-26 17:04:45,7.62016441201994
"348",2021-04-26,"17:07:23",78,"dors",9.52,0.73,0.0458,23,37.2,2021-04-26 17:07:23,7.64625237408015
"349",2021-04-26,"17:09:35",78,"vent",15.69,0.43,0.1567717,22.9,37.4,2021-04-26 17:09:35,7.64349431732668
"350",2021-04-26,"17:10:23",78,"head",22.02,0.3,0,22.9,37.4,2021-04-26 17:10:23,7.64349431732668
"351",2021-04-26,"17:12:17",78,"dewl",10.3,0.61,0.128116,23,37.5,2021-04-26 17:12:17,7.70791569967757
"352",2021-04-26,"17:13:48",78,"mite",15.69,0.44,0.0352975,23,37.5,2021-04-26 17:13:48,7.70791569967757
"353",2021-04-26,"17:18:32",79,"dors",9.53,0.77,0.0734,23,37.5,2021-04-26 17:18:32,7.70791569967757
"354",2021-04-26,"17:19:17",79,"vent",30.77,0.22,2.08e-06,22.9,37.6,2021-04-26 17:19:17,7.68436861848885
"355",2021-04-26,"17:20:38",79,"head",11.43,0.58,0.0792,23,37.6,2021-04-26 17:20:38,7.72847014154338
"356",2021-04-26,"17:21:21",79,"dewl",21.78,0.2,2.09e-05,23,37.6,2021-04-26 17:21:21,7.72847014154338
"357",2021-04-26,"17:23:49",79,"mite",82.34,0.09,0,23,37.6,2021-04-26 17:23:49,7.72847014154338
"358",2021-05-03,"12:46:40",81,"dors",21.4,0.26,1.11e-06,23.9,43.8,2021-05-03 12:46:40,9.47679593716553
"359",2021-05-03,"12:47:38",81,"vent",46.18,0.16,0,23.9,43.7,2021-05-03 12:47:38,9.45515941676104
"360",2021-05-03,"12:48:42",81,"head",20.87,0.32,0.0537,23.9,43.7,2021-05-03 12:48:42,9.45515941676104
"361",2021-05-03,"12:51:19",81,"dewl",15.7,0.41,0.2441071,23.8,43.9,2021-05-03 12:51:19,9.44460592202824
"362",2021-05-03,"12:53:13",81,"mite",14.5,0.43,0.1068348,23.9,43.7,2021-05-03 12:53:13,9.45515941676104
"363",2021-05-03,"12:55:42",82,"dors",21.29,0.35,0,23.9,43.7,2021-05-03 12:55:42,9.45515941676104
"364",2021-05-03,"12:56:29",82,"vent",44.98,0.15,0,24,43.7,2021-05-03 12:56:29,9.50900437884862
"365",2021-05-03,"12:58:34",82,"head",15.59,0.41,0.199035,24.2,43.5,2021-05-03 12:58:34,9.57347358621358
"366",2021-05-03,"13:00:09",82,"dewl",18.97,0.38,0.140719,24.2,43.6,2021-05-03 13:00:09,9.59548157146924
"367",2021-05-03,"13:02:31",82,"mite",17.68,0.42,0.2277036,24.3,43.8,2021-05-03 13:02:31,9.6942649578882
"368",2021-05-03,"13:04:30",83,"dors",24.21,0.25,0,24.3,43.9,2021-05-03 13:04:30,9.71639798290622
"369",2021-05-03,"13:06:37",83,"vent",21.29,0.32,0.2946524,24.4,43.8,2021-05-03 13:06:37,9.7493009576698
"370",2021-05-03,"13:07:31",83,"head",27.23,0.24,0.0173,24.4,43.8,2021-05-03 13:07:31,9.7493009576698
"371",2021-05-03,"13:10:14",83,"dewl",12.41,0.59,0.4285339,24.3,43.9,2021-05-03 13:10:14,9.71639798290622
"372",2021-05-03,"13:11:59",83,"mite",21.76,0.32,0.1922164,24.4,43.8,2021-05-03 13:11:59,9.7493009576698
"373",2021-05-03,"13:15:11",84,"dors",9.17,0.76,0.0571,24.5,43.5,2021-05-03 13:15:11,9.73745179249589
"374",2021-05-03,"13:16:56",84,"vent",12.26,0.46,0.1177528,24.5,43.6,2021-05-03 13:16:56,9.75983673914531
"375",2021-05-03,"13:18:32",84,"head",35.79,0.18,0,24.3,44,2021-05-03 13:18:32,9.73853100792423
"376",2021-05-03,"13:20:48",84,"dewl",13.33,0.56,0.3780326,24.3,44.1,2021-05-03 13:20:48,9.76066403294224
"377",2021-05-03,"13:23:02",84,"mite",3.41,2.01,0.3196208,24.5,43.7,2021-05-03 13:23:02,9.78222168579473
"378",2021-05-03,"14:06:36",85,"dors",4,1.7,0.0808237,24.8,42.9,2021-05-03 14:06:36,9.7672454223216
"379",2021-05-03,"14:09:05",85,"vent",7.11,1.03,0.2264546,24.7,42.9,2021-05-03 14:09:05,9.71227731882464
"380",2021-05-03,"14:10:35",85,"head",32.96,0.22,0,24.6,43,2021-05-03 14:10:35,9.68008840866141
"381",2021-05-03,"14:11:24",85,"dewl",54.54,0.1,8.59e-06,24.7,42.9,2021-05-03 14:11:24,9.71227731882464
"382",2021-05-03,"14:12:37",85,"mite",24.05,0.29,0.1111734,24.8,42.8,2021-05-03 14:12:37,9.74447795047469
"383",2021-05-03,"14:14:41",86,"dors",18,0.37,6e-04,24.7,43,2021-05-03 14:14:41,9.73491665989416
"384",2021-05-03,"14:21:04",86,"head",26.8,0.25,0.0471,24.8,42.6,2021-05-03 14:21:04,9.69894300678089
"385",2021-05-03,"14:23:37",86,"dewl",17.16,0.35,0.352126,24.8,42.7,2021-05-03 14:23:37,9.72171047862779
"386",2021-05-03,"14:25:34",86,"mite",19.36,0.33,0.1528683,24.8,43,2021-05-03 14:25:34,9.7900128941685
"387",2021-05-03,"14:28:21",87,"dors",19.32,0.29,0.0244,24.9,42.8,2021-05-03 14:28:21,9.79958573933695
"388",2021-05-03,"14:29:10",87,"vent",43.87,0.16,0,25,42.6,2021-05-03 14:29:10,9.80891120092815
"389",2021-05-03,"14:30:47",87,"head",18.55,0.39,0.1311877,25,42.5,2021-05-03 14:30:47,9.78588558778044
"390",2021-05-03,"14:31:36",87,"dewl",40.62,0.13,0,24.9,42.8,2021-05-03 14:31:36,9.79958573933695
"391",2021-05-03,"14:32:24",87,"mite",46.09,0.16,0,24.9,42.7,2021-05-03 14:32:24,9.77668951097402
"392",2021-05-03,"14:34:45",88,"dors",20.53,0.36,0.00228,24.9,42.8,2021-05-03 14:34:45,9.79958573933695
"393",2021-05-03,"14:35:39",88,"vent",54.07,0.09,2.8e-05,24.9,42.8,2021-05-03 14:35:39,9.79958573933695
"394",2021-05-03,"14:36:34",88,"head",34.75,0.19,0.0232,24.9,43,2021-05-03 14:36:34,9.84537819606282
"395",2021-05-03,"14:37:58",88,"dewl",31.06,0.19,6.95e-06,24.9,42.9,2021-05-03 14:37:58,9.82248196769989
"396",2021-05-03,"14:38:56",88,"mite",37.76,0.16,0.00177,24.9,43.1,2021-05-03 14:38:56,9.86827442442576
"397",2021-05-03,"14:41:08",89,"dors",30.13,0.07,1.41e-05,24.8,43.3,2021-05-03 14:41:08,9.85831530970921
"398",2021-05-03,"14:41:56",89,"vent",44.99,0.12,1.97e-05,25,43.2,2021-05-03 14:41:56,9.94706487981447
"399",2021-05-03,"14:42:45",89,"head",44.3,0.13,1.72e-05,24.9,43.2,2021-05-03 14:42:45,9.8911706527887
"400",2021-05-03,"14:46:23",89,"dewl",35.77,0.16,0.000386,25.1,42.7,2021-05-03 14:46:23,9.88745347163152
"401",2021-05-03,"14:49:03",89,"mite",24.89,0.26,0.2274216,25,42.8,2021-05-03 14:49:03,9.85496242722359
"402",2021-05-03,"14:54:24",90,"dors",23.25,0.25,0.000969,24.9,43.3,2021-05-03 14:54:24,9.91406688115164
"403",2021-05-03,"14:55:21",90,"vent",37.03,0.16,0,25,42.9,2021-05-03 14:55:21,9.87798804037131
"404",2021-05-03,"14:57:26",90,"head",20.32,0.34,0.0231,25,42.8,2021-05-03 14:57:26,9.85496242722359
"405",2021-05-03,"14:59:55",90,"dewl",18.27,0.41,0.2163621,25.1,42.4,2021-05-03 14:59:55,9.81798658541397
"406",2021-05-03,"15:02:17",90,"mite",21.72,0.26,0.2546598,25,42.3,2021-05-03 15:02:17,9.739834361485
"407",2021-05-03,"15:04:47",91,"dors",25.73,0.15,3.59e-05,24.9,42.4,2021-05-03 15:04:47,9.7080008258852
"408",2021-05-03,"15:05:41",91,"vent",40.86,0.13,4.55e-05,25,42.1,2021-05-03 15:05:41,9.69378313518956
"409",2021-05-03,"15:07:10",91,"head",27.2,0.27,0.0644,25.1,41.7,2021-05-03 15:07:10,9.65589718423968
"410",2021-05-03,"15:08:01",91,"dewl",31.84,0.23,3.88e-06,25.1,41.6,2021-05-03 15:08:01,9.6327415555005
"411",2021-05-03,"15:09:51",91,"mite",32.68,0.19,0.0802,25.1,41.6,2021-05-03 15:09:51,9.6327415555005
"412",2021-05-03,"15:13:22",92,"dors",24.84,0.28,2.44e-05,24.9,42,2021-05-03 15:13:22,9.61641591243346
"413",2021-05-03,"15:14:13",92,"vent",38.6,0.04,1.48e-05,25,41.7,2021-05-03 15:14:13,9.60168068259869
"414",2021-05-03,"15:15:18",92,"head",33.58,0.21,0.0174,25,41.7,2021-05-03 15:15:18,9.60168068259869
"415",2021-05-03,"15:17:53",92,"dewl",22.69,0.32,0.2521051,25,41.6,2021-05-03 15:17:53,9.57865506945097
"416",2021-05-03,"15:20:39",92,"mite",25.8,0.26,0.3409283,25.2,41,2021-05-03 15:20:39,9.54737385007911
"417",2021-05-03,"15:22:51",93,"dors",21.52,0.34,0.00632,25.1,41.4,2021-05-03 15:22:51,9.58643029802213
"418",2021-05-03,"15:23:47",93,"vent",39.88,0.16,0,25.1,41.3,2021-05-03 15:23:47,9.56327466928295
"419",2021-05-03,"15:25:12",93,"head",27.47,0.25,0.0529,25.2,41.2,2021-05-03 15:25:12,9.59394640544535
"420",2021-05-03,"15:25:56",93,"dewl",36.42,0.09,8.33e-05,25.1,41.2,2021-05-03 15:25:56,9.54011904054376
"421",2021-05-03,"15:26:43",93,"mite",46.67,0.08,8.64e-05,25.2,41.1,2021-05-03 15:26:43,9.57066012776223
"422",2021-05-03,"15:29:35",94,"dors",20.19,0.37,0.0262,25.1,41,2021-05-03 15:29:35,9.4938077830654
"423",2021-05-03,"15:31:25",94,"vent",20.34,0.37,0.1231439,25.1,40.8,2021-05-03 15:31:25,9.44749652558703
"424",2021-05-03,"15:33:19",94,"mite",17.1,0.4,0.2362404,25.1,40.6,2021-05-03 15:33:19,9.40118526810866
"425",2021-05-03,"15:35:54",95,"dors",20.16,0.25,0.0271,25.2,40.6,2021-05-03 15:35:54,9.45422873934663
"426",2021-05-03,"15:36:42",95,"vent",45.52,0.13,1.87e-05,25.2,40.5,2021-05-03 15:36:42,9.43094246166351
"427",2021-05-03,"15:38:14",95,"head",26.54,0.25,0.1005399,25.1,40.7,2021-05-03 15:38:14,9.42434089684784
"428",2021-05-03,"15:38:59",95,"dewl",44,0.16,0.000132,25.1,40.5,2021-05-03 15:38:59,9.37802963936947
"429",2021-05-03,"15:39:53",95,"mite",62.75,0.09,8.77e-06,25.2,40.3,2021-05-03 15:39:53,9.38436990629727
"430",2021-05-03,"15:41:55",96,"dors",26.27,0.08,3e-05,25.2,40,2021-05-03 15:41:55,9.31451107324791
