"","date","Time","individual_ID","region","TEWL_g_m2h","ambient_temp_C","ambient_RH_percent","CEWL_date_time","abs_humidity_g_m3","collect_time","SVL_mm","mass_g","sex_M_F","gravid_Y_N","blood_sample_eye","hematocrit_percent","osmolality_mmol_kg","cloacal_temp_C","processing_time","hemolyzed","collect_date_time","hold_time","temp_C_interpol","RH_percent_interpol","abs_humidity_g_m3_interpol","Wind_mph_interpol","Solar_rad_Wm2_interpol"
"546",2021-05-10,"16:47:14","118","dors",17.1,23.6,48.9,2021-05-10 16:47:14,10.4012673903981,2021-06-28 13:03:00,68,10.2,"M",NA,"R",22,372,21,2021-06-28 16:50:00,"N",2021-05-10 13:03:00,227,19.53,67.84,11.4027378102225,4.6,1030
"547",2021-05-10,"16:47:57","118","vent",38.4,23.6,48.9,2021-05-10 16:47:57,10.4012673903981,2021-06-28 13:03:00,68,10.2,"M",NA,"R",22,372,21,2021-06-28 16:50:00,"N",2021-05-10 13:03:00,227,19.53,67.84,11.4027378102225,4.6,1030
"548",2021-05-10,"16:49:35","118","head",17.51,23.6,48.9,2021-05-10 16:49:35,10.4012673903981,2021-06-28 13:03:00,68,10.2,"M",NA,"R",22,372,21,2021-06-28 16:50:00,"N",2021-05-10 13:03:00,227,19.53,67.84,11.4027378102225,4.6,1030
"549",2021-05-10,"16:51:33","118","dewl",18,23.6,48.9,2021-05-10 16:51:33,10.4012673903981,2021-06-28 13:03:00,68,10.2,"M",NA,"R",22,372,21,2021-06-28 16:50:00,"N",2021-05-10 13:03:00,227,19.53,67.84,11.4027378102225,4.6,1030
"550",2021-05-10,"16:53:40","118","mite",14.32,23.5,49,2021-05-10 16:53:40,10.3633378255856,2021-06-28 13:03:00,68,10.2,"M",NA,"R",22,372,21,2021-06-28 16:50:00,"N",2021-05-10 13:03:00,227,19.53,67.84,11.4027378102225,4.6,1030
"551",2021-05-10,"16:56:33","122","dors",16.75,23.5,49.1,2021-05-10 16:56:33,10.3844874946174,2021-06-28 12:55:00,65,11.8,"M",NA,"R",28,363,22,2021-06-28 17:04:00,"N",2021-05-10 12:55:00,249,19.44,67.9666666666667,11.3637374581421,5.03333333333333,1031.2
"552",2021-05-10,"16:58:31","122","vent",18.82,23.6,49,2021-05-10 16:58:31,10.4225378758591,2021-06-28 12:55:00,65,11.8,"M",NA,"R",28,363,22,2021-06-28 17:04:00,"N",2021-05-10 12:55:00,249,19.44,67.9666666666667,11.3637374581421,5.03333333333333,1031.2
"553",2021-05-10,"16:59:58","122","head",20.54,23.5,49.3,2021-05-10 16:59:58,10.4267868326811,2021-06-28 12:55:00,65,11.8,"M",NA,"R",28,363,22,2021-06-28 17:04:00,"N",2021-05-10 12:55:00,249,19.44,67.9666666666667,11.3637374581421,5.03333333333333,1031.2
"554",2021-05-10,"17:02:12","122","dewl",17.9,23.7,49,2021-05-10 17:02:12,10.4820299579306,2021-06-28 12:55:00,65,11.8,"M",NA,"R",28,363,22,2021-06-28 17:04:00,"N",2021-05-10 12:55:00,249,19.44,67.9666666666667,11.3637374581421,5.03333333333333,1031.2
"555",2021-05-10,"17:04:03","122","mite",15.64,23.6,49.1,2021-05-10 17:04:03,10.44380836132,2021-06-28 12:55:00,65,11.8,"M",NA,"R",28,363,22,2021-06-28 17:04:00,"N",2021-05-10 12:55:00,249,19.44,67.9666666666667,11.3637374581421,5.03333333333333,1031.2
"556",2021-05-10,"17:05:54","120","dors",18.1,23.5,49.1,2021-05-10 17:05:54,10.3844874946174,2021-06-28 13:10:00,50,5.1,"M",NA,"R",33,371,21,2021-06-28 17:15:00,"Y",2021-05-10 13:10:00,245,19.74,67.7,11.5204076072153,4.13333333333333,1028.36666666667
"557",2021-05-10,"17:08:35","120","vent",10.89,23.5,49.1,2021-05-10 17:08:35,10.3844874946174,2021-06-28 13:10:00,50,5.1,"M",NA,"R",33,371,21,2021-06-28 17:15:00,"Y",2021-05-10 13:10:00,245,19.74,67.7,11.5204076072153,4.13333333333333,1028.36666666667
"558",2021-05-10,"17:09:44","120","head",17.25,23.5,49.1,2021-05-10 17:09:44,10.3844874946174,2021-06-28 13:10:00,50,5.1,"M",NA,"R",33,371,21,2021-06-28 17:15:00,"Y",2021-05-10 13:10:00,245,19.74,67.7,11.5204076072153,4.13333333333333,1028.36666666667
"559",2021-05-10,"17:11:14","120","dewl",16.56,23.6,48.9,2021-05-10 17:11:14,10.4012673903981,2021-06-28 13:10:00,50,5.1,"M",NA,"R",33,371,21,2021-06-28 17:15:00,"Y",2021-05-10 13:10:00,245,19.74,67.7,11.5204076072153,4.13333333333333,1028.36666666667
"560",2021-05-10,"17:13:18","120","mite",10.9,23.5,49.1,2021-05-10 17:13:18,10.3844874946174,2021-06-28 13:10:00,50,5.1,"M",NA,"R",33,371,21,2021-06-28 17:15:00,"Y",2021-05-10 13:10:00,245,19.74,67.7,11.5204076072153,4.13333333333333,1028.36666666667
"561",2021-05-17,"12:35:57","123","dors",30.91,23.4,46.8,2021-05-17 12:35:57,9.84178080116923,2021-06-28 12:19:00,72,11.9,"M",NA,"R",52,362,27,2021-06-28 12:47:00,NA,2021-05-17 12:19:00,28,15.8313333333333,80.7333333333333,10.8837161965428,4.84,625.353333333333
"562",2021-05-17,"12:36:53","123","vent",38.66,23.3,46.9,2021-05-17 12:36:53,9.80670295949905,2021-06-28 12:19:00,72,11.9,"M",NA,"R",52,362,27,2021-06-28 12:47:00,NA,2021-05-17 12:19:00,28,15.8313333333333,80.7333333333333,10.8837161965428,4.84,625.353333333333
"563",2021-05-17,"12:37:53","123","head",30.71,23.4,46.7,2021-05-17 12:37:53,9.82075135501288,2021-06-28 12:19:00,72,11.9,"M",NA,"R",52,362,27,2021-06-28 12:47:00,NA,2021-05-17 12:19:00,28,15.8313333333333,80.7333333333333,10.8837161965428,4.84,625.353333333333
"564",2021-05-17,"12:41:55","123","dewl",17.92,23.4,46.9,2021-05-17 12:41:55,9.86281024732557,2021-06-28 12:19:00,72,11.9,"M",NA,"R",52,362,27,2021-06-28 12:47:00,NA,2021-05-17 12:19:00,28,15.8313333333333,80.7333333333333,10.8837161965428,4.84,625.353333333333
"565",2021-05-17,"12:46:14","123","mite",16.73,23.5,46.5,2021-05-17 12:46:14,9.83459609979046,2021-06-28 12:19:00,72,11.9,"M",NA,"R",52,362,27,2021-06-28 12:47:00,NA,2021-05-17 12:19:00,28,15.8313333333333,80.7333333333333,10.8837161965428,4.84,625.353333333333
"566",2021-05-17,"12:48:44","124","dors",25.63,23.6,46.6,2021-05-17 12:48:44,9.91204622479659,2021-06-28 12:28:00,73,13,"F","Y","R",39,358,26,2021-06-28 12:55:00,NA,2021-05-17 12:28:00,27,15.6993333333333,81.0333333333333,10.8371969629155,5.38,593.973333333333
"567",2021-05-17,"12:49:29","124","vent",45.09,23.6,46.4,2021-05-17 12:49:29,9.86950525387471,2021-06-28 12:28:00,73,13,"F","Y","R",39,358,26,2021-06-28 12:55:00,NA,2021-05-17 12:28:00,27,15.6993333333333,81.0333333333333,10.8371969629155,5.38,593.973333333333
"568",2021-05-17,"12:50:24","124","head",20.97,23.6,46.2,2021-05-17 12:50:24,9.82696428295284,2021-06-28 12:28:00,73,13,"F","Y","R",39,358,26,2021-06-28 12:55:00,NA,2021-05-17 12:28:00,27,15.6993333333333,81.0333333333333,10.8371969629155,5.38,593.973333333333
"569",2021-05-17,"12:51:07","124","dewl",38.23,23.6,46.3,2021-05-17 12:51:07,9.84823476841377,2021-06-28 12:28:00,73,13,"F","Y","R",39,358,26,2021-06-28 12:55:00,NA,2021-05-17 12:28:00,27,15.6993333333333,81.0333333333333,10.8371969629155,5.38,593.973333333333
"570",2021-05-17,"12:53:22","124","mite",18.74,23.6,46.3,2021-05-17 12:53:22,9.84823476841377,2021-06-28 12:28:00,73,13,"F","Y","R",39,358,26,2021-06-28 12:55:00,NA,2021-05-17 12:28:00,27,15.6993333333333,81.0333333333333,10.8371969629155,5.38,593.973333333333
"571",2021-05-17,"13:04:49","125","dors",25.72,23.7,46.5,2021-05-17 13:04:49,9.94723251109739,2021-06-28 12:25:00,65,9.2,"F","Y","R",37,346,26,2021-06-28 13:23:00,NA,2021-05-17 12:25:00,58,15.7433333333333,80.9333333333333,10.85270794554,5.2,604.433333333333
"572",2021-05-17,"13:12:48","125","vent",19.25,24,45.9,2021-05-17 13:12:48,9.98771855810415,2021-06-28 12:25:00,65,9.2,"F","Y","R",37,346,26,2021-06-28 13:23:00,NA,2021-05-17 12:25:00,58,15.7433333333333,80.9333333333333,10.85270794554,5.2,604.433333333333
"573",2021-05-17,"13:18:20","125","head",22.52,23.8,46.3,2021-05-17 13:18:20,9.96093973097739,2021-06-28 12:25:00,65,9.2,"F","Y","R",37,346,26,2021-06-28 13:23:00,NA,2021-05-17 12:25:00,58,15.7433333333333,80.9333333333333,10.85270794554,5.2,604.433333333333
"574",2021-05-17,"13:20:22","125","dewl",13.03,23.8,46,2021-05-17 13:20:22,9.89639800485875,2021-06-28 12:25:00,65,9.2,"F","Y","R",37,346,26,2021-06-28 13:23:00,NA,2021-05-17 12:25:00,58,15.7433333333333,80.9333333333333,10.85270794554,5.2,604.433333333333
"575",2021-05-17,"13:22:22","125","mite",9.99,23.9,45.9,2021-05-17 13:22:22,9.93116286565977,2021-06-28 12:25:00,65,9.2,"F","Y","R",37,346,26,2021-06-28 13:23:00,NA,2021-05-17 12:25:00,58,15.7433333333333,80.9333333333333,10.85270794554,5.2,604.433333333333
"576",2021-05-17,"13:24:32","126","dors",15.19,23.9,45.8,2021-05-17 13:24:32,9.90952634525528,2021-06-28 12:48:00,69,9.7,"F","N","R",36,360,26,2021-06-28 13:36:00,NA,2021-05-17 12:48:00,48,15.912,79.3,10.7427859535357,5,772.16
"577",2021-05-17,"13:31:36","126","vent",10.68,24,45.7,2021-05-17 13:31:36,9.94419908726274,2021-06-28 12:48:00,69,9.7,"F","N","R",36,360,26,2021-06-28 13:36:00,NA,2021-05-17 12:48:00,48,15.912,79.3,10.7427859535357,5,772.16
"578",2021-05-17,"13:32:23","126","head",33.67,23.8,45.9,2021-05-17 13:32:23,9.87488409615253,2021-06-28 12:48:00,69,9.7,"F","N","R",36,360,26,2021-06-28 13:36:00,NA,2021-05-17 12:48:00,48,15.912,79.3,10.7427859535357,5,772.16
"579",2021-05-17,"13:33:39","126","dewl",14.22,24,45.8,2021-05-17 13:33:39,9.96595882268345,2021-06-28 12:48:00,69,9.7,"F","N","R",36,360,26,2021-06-28 13:36:00,NA,2021-05-17 12:48:00,48,15.912,79.3,10.7427859535357,5,772.16
"580",2021-05-17,"13:35:36","126","mite",10.62,24.1,45.5,2021-05-17 13:35:36,9.95701807787787,2021-06-28 12:48:00,69,9.7,"F","N","R",36,360,26,2021-06-28 13:36:00,NA,2021-05-17 12:48:00,48,15.912,79.3,10.7427859535357,5,772.16
"581",2021-05-17,"13:38:57","127","dors",29.87,24,45.8,2021-05-17 13:38:57,9.96595882268345,2021-06-28 12:30:00,59,5.6,"F","N","R",38,337,24,2021-06-28 13:46:00,"Y",2021-05-17 12:30:00,76,15.67,81.1,10.8268538485737,5.5,587
"582",2021-05-17,"13:39:42","127","vent",51.46,24.1,45.6,2021-05-17 13:39:42,9.97890163409298,2021-06-28 12:30:00,59,5.6,"F","N","R",38,337,24,2021-06-28 13:46:00,"Y",2021-05-17 12:30:00,76,15.67,81.1,10.8268538485737,5.5,587
"583",2021-05-17,"13:40:47","127","head",26.46,24,45.7,2021-05-17 13:40:47,9.94419908726274,2021-06-28 12:30:00,59,5.6,"F","N","R",38,337,24,2021-06-28 13:46:00,"Y",2021-05-17 12:30:00,76,15.67,81.1,10.8268538485737,5.5,587
"584",2021-05-17,"13:43:07","127","dewl",12.92,24.1,45.5,2021-05-17 13:43:07,9.95701807787787,2021-06-28 12:30:00,59,5.6,"F","N","R",38,337,24,2021-06-28 13:46:00,"Y",2021-05-17 12:30:00,76,15.67,81.1,10.8268538485737,5.5,587
"585",2021-05-17,"13:45:11","127","mite",15.07,24,45.7,2021-05-17 13:45:11,9.94419908726274,2021-06-28 12:30:00,59,5.6,"F","N","R",38,337,24,2021-06-28 13:46:00,"Y",2021-05-17 12:30:00,76,15.67,81.1,10.8268538485737,5.5,587
"586",2021-05-17,"13:50:02","128","dors",19.44,24.1,45.4,2021-05-17 13:50:02,9.93513452166275,2021-06-28 12:33:00,61,8.7,"M",NA,"R",35,348,23,2021-06-28 13:58:00,NA,2021-05-17 12:33:00,85,15.692,80.76,10.7958447129883,5.4,616.64
"587",2021-05-17,"13:50:44","128","vent",37.91,24,45.5,2021-05-17 13:50:44,9.90067961642133,2021-06-28 12:33:00,61,8.7,"M",NA,"R",35,348,23,2021-06-28 13:58:00,NA,2021-05-17 12:33:00,85,15.692,80.76,10.7958447129883,5.4,616.64
"588",2021-05-17,"13:51:47","128","head",18.01,23.9,45.8,2021-05-17 13:51:47,9.90952634525528,2021-06-28 12:33:00,61,8.7,"M",NA,"R",35,348,23,2021-06-28 13:58:00,NA,2021-05-17 12:33:00,85,15.692,80.76,10.7958447129883,5.4,616.64
"589",2021-05-17,"13:54:27","128","dewl",9.35,24.1,45.4,2021-05-17 13:54:27,9.93513452166275,2021-06-28 12:33:00,61,8.7,"M",NA,"R",35,348,23,2021-06-28 13:58:00,NA,2021-05-17 12:33:00,85,15.692,80.76,10.7958447129883,5.4,616.64
"590",2021-05-17,"13:56:55","128","mite",13.15,24.1,45.4,2021-05-17 13:56:55,9.93513452166275,2021-06-28 12:33:00,61,8.7,"M",NA,"R",35,348,23,2021-06-28 13:58:00,NA,2021-05-17 12:33:00,85,15.692,80.76,10.7958447129883,5.4,616.64
"591",2021-05-17,"13:59:47","129","dors",14.31,24.1,45.8,2021-05-17 13:59:47,10.0226687465232,2021-06-28 12:31:00,70,11.2,"M",NA,"R",32,359,23,2021-06-28 14:06:00,NA,2021-05-17 12:31:00,95,15.6773333333333,80.9866666666667,10.8165290689813,5.46666666666667,596.88
"592",2021-05-17,"14:01:54","129","vent",18.08,24.1,45.3,2021-05-17 14:01:54,9.91325096544763,2021-06-28 12:31:00,70,11.2,"M",NA,"R",32,359,23,2021-06-28 14:06:00,NA,2021-05-17 12:31:00,95,15.6773333333333,80.9866666666667,10.8165290689813,5.46666666666667,596.88
"593",2021-05-17,"14:02:38","129","head",21.73,24,45.5,2021-05-17 14:02:38,9.90067961642133,2021-06-28 12:31:00,70,11.2,"M",NA,"R",32,359,23,2021-06-28 14:06:00,NA,2021-05-17 12:31:00,95,15.6773333333333,80.9866666666667,10.8165290689813,5.46666666666667,596.88
"594",2021-05-17,"14:03:49","129","dewl",16.28,23.9,45.7,2021-05-17 14:03:49,9.88788982485079,2021-06-28 12:31:00,70,11.2,"M",NA,"R",32,359,23,2021-06-28 14:06:00,NA,2021-05-17 12:31:00,95,15.6773333333333,80.9866666666667,10.8165290689813,5.46666666666667,596.88
"595",2021-05-17,"14:05:50","129","mite",17.2,24.1,45.4,2021-05-17 14:05:50,9.93513452166275,2021-06-28 12:31:00,70,11.2,"M",NA,"R",32,359,23,2021-06-28 14:06:00,NA,2021-05-17 12:31:00,95,15.6773333333333,80.9866666666667,10.8165290689813,5.46666666666667,596.88
"596",2021-05-17,"14:07:27","130","dors",20.45,24.1,45.6,2021-05-17 14:07:27,9.97890163409298,2021-06-28 12:49:00,73,12.7,"M",NA,"R",31,346,25,2021-06-28 14:19:00,NA,2021-05-17 12:49:00,90,15.956,79.2666666666667,10.7668782007318,5,784.48
"597",2021-05-17,"14:10:00","130","vent",22.3,23.9,45.6,2021-05-17 14:10:00,9.8662533044463,2021-06-28 12:49:00,73,12.7,"M",NA,"R",31,346,25,2021-06-28 14:19:00,NA,2021-05-17 12:49:00,90,15.956,79.2666666666667,10.7668782007318,5,784.48
"598",2021-05-17,"14:10:45","130","head",27.98,24,45.8,2021-05-17 14:10:45,9.96595882268345,2021-06-28 12:49:00,73,12.7,"M",NA,"R",31,346,25,2021-06-28 14:19:00,NA,2021-05-17 12:49:00,90,15.956,79.2666666666667,10.7668782007318,5,784.48
"599",2021-05-17,"14:15:02","130","dewl",25.1,24.1,45.5,2021-05-17 14:15:02,9.95701807787787,2021-06-28 12:49:00,73,12.7,"M",NA,"R",31,346,25,2021-06-28 14:19:00,NA,2021-05-17 12:49:00,90,15.956,79.2666666666667,10.7668782007318,5,784.48
"600",2021-05-17,"14:16:18","130","mite",49.51,24,45.8,2021-05-17 14:16:18,9.96595882268345,2021-06-28 12:49:00,73,12.7,"M",NA,"R",31,346,25,2021-06-28 14:19:00,NA,2021-05-17 12:49:00,90,15.956,79.2666666666667,10.7668782007318,5,784.48
"601",2021-05-17,"14:19:55","131","dors",26.49,24.1,45.4,2021-05-17 14:19:55,9.93513452166275,2021-06-28 12:34:00,68,10.9,"F","Y","R",29,362,24,2021-06-28 14:28:00,NA,2021-05-17 12:34:00,114,15.6993333333333,80.6466666666667,10.7854851222039,5.36666666666667,626.52
"602",2021-05-17,"14:21:58","131","vent",27.86,24,45.6,2021-05-17 14:21:58,9.92243935184204,2021-06-28 12:34:00,68,10.9,"F","Y","R",29,362,24,2021-06-28 14:28:00,NA,2021-05-17 12:34:00,114,15.6993333333333,80.6466666666667,10.7854851222039,5.36666666666667,626.52
"603",2021-05-17,"14:23:01","131","head",21.73,24.1,45.3,2021-05-17 14:23:01,9.91325096544763,2021-06-28 12:34:00,68,10.9,"F","Y","R",29,362,24,2021-06-28 14:28:00,NA,2021-05-17 12:34:00,114,15.6993333333333,80.6466666666667,10.7854851222039,5.36666666666667,626.52
"604",2021-05-17,"14:25:26","131","dewl",15.78,24.1,45.2,2021-05-17 14:25:26,9.89136740923252,2021-06-28 12:34:00,68,10.9,"F","Y","R",29,362,24,2021-06-28 14:28:00,NA,2021-05-17 12:34:00,114,15.6993333333333,80.6466666666667,10.7854851222039,5.36666666666667,626.52
"605",2021-05-17,"14:27:21","131","mite",22.32,24.1,45.1,2021-05-17 14:27:21,9.8694838530174,2021-06-28 12:34:00,68,10.9,"F","Y","R",29,362,24,2021-06-28 14:28:00,NA,2021-05-17 12:34:00,114,15.6993333333333,80.6466666666667,10.7854851222039,5.36666666666667,626.52
"606",2021-05-17,"14:28:54","132","dors",28.04,24,45.5,2021-05-17 14:28:54,9.90067961642133,2021-06-28 12:24:00,70,11.7,"M",NA,"R",36,355,25,2021-06-28 14:36:00,NA,2021-05-17 12:24:00,132,15.758,80.9,10.85787727186,5.14,607.92
"607",2021-05-17,"14:29:43","132","vent",32.54,24.2,45.2,2021-05-17 14:29:43,9.94760933555986,2021-06-28 12:24:00,70,11.7,"M",NA,"R",36,355,25,2021-06-28 14:36:00,NA,2021-05-17 12:24:00,132,15.758,80.9,10.85787727186,5.14,607.92
"608",2021-05-17,"14:30:40","132","head",29.19,24.1,45.3,2021-05-17 14:30:40,9.91325096544763,2021-06-28 12:24:00,70,11.7,"M",NA,"R",36,355,25,2021-06-28 14:36:00,NA,2021-05-17 12:24:00,132,15.758,80.9,10.85787727186,5.14,607.92
"609",2021-05-17,"14:33:20","132","dewl",18.57,24.2,45.1,2021-05-17 14:33:20,9.92560135030419,2021-06-28 12:24:00,70,11.7,"M",NA,"R",36,355,25,2021-06-28 14:36:00,NA,2021-05-17 12:24:00,132,15.758,80.9,10.85787727186,5.14,607.92
"610",2021-05-17,"14:35:39","132","mite",23.15,24.2,45.1,2021-05-17 14:35:39,9.92560135030419,2021-06-28 12:24:00,70,11.7,"M",NA,"R",36,355,25,2021-06-28 14:36:00,NA,2021-05-17 12:24:00,132,15.758,80.9,10.85787727186,5.14,607.92
"611",2021-05-17,"14:37:44","133","dors",21.47,24.1,45.3,2021-05-17 14:37:44,9.91325096544763,2021-06-28 12:33:00,71,13.1,"F","Y","R",35,371,25,2021-06-28 14:45:00,NA,2021-05-17 12:33:00,132,15.692,80.76,10.7958447129883,5.4,616.64
"612",2021-05-17,"14:38:32","133","vent",31,24.1,45.4,2021-05-17 14:38:32,9.93513452166275,2021-06-28 12:33:00,71,13.1,"F","Y","R",35,371,25,2021-06-28 14:45:00,NA,2021-05-17 12:33:00,132,15.692,80.76,10.7958447129883,5.4,616.64
"613",2021-05-17,"14:41:19","133","mite",17.84,24.2,45.1,2021-05-17 14:41:19,9.92560135030419,2021-06-28 12:33:00,71,13.1,"F","Y","R",35,371,25,2021-06-28 14:45:00,NA,2021-05-17 12:33:00,132,15.692,80.76,10.7958447129883,5.4,616.64
"614",2021-05-17,"14:42:40","133","head",33.46,24.2,45.1,2021-05-17 14:42:40,9.92560135030419,2021-06-28 12:33:00,71,13.1,"F","Y","R",35,371,25,2021-06-28 14:45:00,NA,2021-05-17 12:33:00,132,15.692,80.76,10.7958447129883,5.4,616.64
"615",2021-05-17,"14:44:30","133","dewl",16.02,24.2,45.1,2021-05-17 14:44:30,9.92560135030419,2021-06-28 12:33:00,71,13.1,"F","Y","R",35,371,25,2021-06-28 14:45:00,NA,2021-05-17 12:33:00,132,15.692,80.76,10.7958447129883,5.4,616.64
"616",2021-05-17,"14:46:10","134","dors",22.9,24.1,45.4,2021-05-17 14:46:10,9.93513452166275,2021-06-28 12:38:00,59,5.3,"M",NA,"R",39,365,24,2021-06-28 14:54:00,NA,2021-05-17 12:38:00,136,15.7286666666667,80.1933333333333,10.7439305058531,5.23333333333333,666.04
"617",2021-05-17,"14:47:59","134","vent",23.83,24.1,45.2,2021-05-17 14:47:59,9.89136740923252,2021-06-28 12:38:00,59,5.3,"M",NA,"R",39,365,24,2021-06-28 14:54:00,NA,2021-05-17 12:38:00,136,15.7286666666667,80.1933333333333,10.7439305058531,5.23333333333333,666.04
"618",2021-05-17,"14:49:28","134","head",23.8,24.2,45.1,2021-05-17 14:49:28,9.92560135030419,2021-06-28 12:38:00,59,5.3,"M",NA,"R",39,365,24,2021-06-28 14:54:00,NA,2021-05-17 12:38:00,136,15.7286666666667,80.1933333333333,10.7439305058531,5.23333333333333,666.04
"619",2021-05-17,"14:51:19","134","dewl",15.16,24.2,45.1,2021-05-17 14:51:19,9.92560135030419,2021-06-28 12:38:00,59,5.3,"M",NA,"R",39,365,24,2021-06-28 14:54:00,NA,2021-05-17 12:38:00,136,15.7286666666667,80.1933333333333,10.7439305058531,5.23333333333333,666.04
"620",2021-05-17,"14:53:11","134","mite",10.07,24.2,45,2021-05-17 14:53:11,9.90359336504853,2021-06-28 12:38:00,59,5.3,"M",NA,"R",39,365,24,2021-06-28 14:54:00,NA,2021-05-17 12:38:00,136,15.7286666666667,80.1933333333333,10.7439305058531,5.23333333333333,666.04
"621",2021-05-17,"15:02:09","135","dors",22.79,24.1,45.8,2021-05-17 15:02:09,10.0226687465232,2021-06-28 13:01:00,71,14.6,"M",NA,"R",41,362,23,2021-06-28 15:08:00,NA,2021-05-17 13:01:00,127,16.4513333333333,78.76,11.0226205328518,5.01333333333333,926.06
"622",2021-05-17,"15:02:53","135","vent",29.86,24.2,45.5,2021-05-17 15:02:53,10.0136332913268,2021-06-28 13:01:00,71,14.6,"M",NA,"R",41,362,23,2021-06-28 15:08:00,NA,2021-05-17 13:01:00,127,16.4513333333333,78.76,11.0226205328518,5.01333333333333,926.06
"623",2021-05-17,"15:03:36","135","head",32.7,24.2,45.4,2021-05-17 15:03:36,9.99162530607119,2021-06-28 13:01:00,71,14.6,"M",NA,"R",41,362,23,2021-06-28 15:08:00,NA,2021-05-17 13:01:00,127,16.4513333333333,78.76,11.0226205328518,5.01333333333333,926.06
"624",2021-05-17,"15:05:38","135","dewl",14.88,24.1,45.6,2021-05-17 15:05:38,9.97890163409298,2021-06-28 13:01:00,71,14.6,"M",NA,"R",41,362,23,2021-06-28 15:08:00,NA,2021-05-17 13:01:00,127,16.4513333333333,78.76,11.0226205328518,5.01333333333333,926.06
"625",2021-05-17,"15:07:41","135","mite",21.14,24.2,45.3,2021-05-17 15:07:41,9.96961732081552,2021-06-28 13:01:00,71,14.6,"M",NA,"R",41,362,23,2021-06-28 15:08:00,NA,2021-05-17 13:01:00,127,16.4513333333333,78.76,11.0226205328518,5.01333333333333,926.06
"626",2021-05-17,"15:10:23","136","dors",16.22,24.1,45.6,2021-05-17 15:10:23,9.97890163409298,2021-06-28 12:47:00,67,12.7,"F","Y","R",27,368,22,2021-06-28 15:19:00,NA,2021-05-17 12:47:00,152,15.868,79.3333333333333,10.718735740974,5,759.84
"627",2021-05-17,"15:12:36","136","vent",18.38,24.2,45.3,2021-05-17 15:12:36,9.96961732081552,2021-06-28 12:47:00,67,12.7,"F","Y","R",27,368,22,2021-06-28 15:19:00,NA,2021-05-17 12:47:00,152,15.868,79.3333333333333,10.718735740974,5,759.84
"628",2021-05-17,"15:13:48","136","head",23.89,24.3,45.2,2021-05-17 15:13:48,10.0041273081403,2021-06-28 12:47:00,67,12.7,"F","Y","R",27,368,22,2021-06-28 15:19:00,NA,2021-05-17 12:47:00,152,15.868,79.3333333333333,10.718735740974,5,759.84
"629",2021-05-17,"15:16:21","136","dewl",19.22,24.2,45.6,2021-05-17 15:16:21,10.0356412765825,2021-06-28 12:47:00,67,12.7,"F","Y","R",27,368,22,2021-06-28 15:19:00,NA,2021-05-17 12:47:00,152,15.868,79.3333333333333,10.718735740974,5,759.84
"630",2021-05-17,"15:18:39","136","mite",17.18,24.2,45.6,2021-05-17 15:18:39,10.0356412765825,2021-06-28 12:47:00,67,12.7,"F","Y","R",27,368,22,2021-06-28 15:19:00,NA,2021-05-17 12:47:00,152,15.868,79.3333333333333,10.718735740974,5,759.84
"631",2021-05-17,"15:21:40","137","dors",25.43,24.1,46,2021-05-17 15:21:40,10.0664358589534,2021-06-28 12:57:00,68,10.8,"F","Y","R",31,368,24,2021-06-28 15:31:00,NA,2021-05-17 12:57:00,154,16.308,79,10.9611347467428,5,883.04
"632",2021-05-17,"15:24:00","137","vent",20.02,24.1,45.6,2021-05-17 15:24:00,9.97890163409298,2021-06-28 12:57:00,68,10.8,"F","Y","R",31,368,24,2021-06-28 15:31:00,NA,2021-05-17 12:57:00,154,16.308,79,10.9611347467428,5,883.04
"633",2021-05-17,"15:25:05","137","head",22.81,24.2,45.4,2021-05-17 15:25:05,9.99162530607119,2021-06-28 12:57:00,68,10.8,"F","Y","R",31,368,24,2021-06-28 15:31:00,NA,2021-05-17 12:57:00,154,16.308,79,10.9611347467428,5,883.04
"634",2021-05-17,"15:27:26","137","dewl",18.17,24.1,45.7,2021-05-17 15:27:26,10.0007851903081,2021-06-28 12:57:00,68,10.8,"F","Y","R",31,368,24,2021-06-28 15:31:00,NA,2021-05-17 12:57:00,154,16.308,79,10.9611347467428,5,883.04
"635",2021-05-17,"15:29:53","137","mite",19.41,24.1,45.6,2021-05-17 15:29:53,9.97890163409298,2021-06-28 12:57:00,68,10.8,"F","Y","R",31,368,24,2021-06-28 15:31:00,NA,2021-05-17 12:57:00,154,16.308,79,10.9611347467428,5,883.04
"636",2021-05-17,"15:32:54","138","dors",19.64,24.3,45.3,2021-05-17 15:32:54,10.0262603331583,2021-06-28 12:35:00,66,9.8,"F","Y","R",27,387,21,2021-06-28 15:42:00,NA,2021-05-17 12:35:00,187,15.7066666666667,80.5333333333333,10.7751139132997,5.33333333333333,636.4
"637",2021-05-17,"15:35:22","138","vent",24.41,24.2,45.3,2021-05-17 15:35:22,9.96961732081552,2021-06-28 12:35:00,66,9.8,"F","Y","R",27,387,21,2021-06-28 15:42:00,NA,2021-05-17 12:35:00,187,15.7066666666667,80.5333333333333,10.7751139132997,5.33333333333333,636.4
"638",2021-05-17,"15:36:38","138","head",17.55,24.1,45.2,2021-05-17 15:36:38,9.89136740923252,2021-06-28 12:35:00,66,9.8,"F","Y","R",27,387,21,2021-06-28 15:42:00,NA,2021-05-17 12:35:00,187,15.7066666666667,80.5333333333333,10.7751139132997,5.33333333333333,636.4
