"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-1765.89388347735,1368.37502099725,-1.29050432548118,0.200218197763927
"2","VPD_kPa_int",2.99879352886836,1.720085644728,1.74339780002208,0.0847174648815949
"3","Wind_mph_interpol",0.390546775017848,1.61666555935026,0.241575490217537,0.80966483802826
"4","Solar_rad_Wm2_interpol",-0.0053343304428805,0.00447951645552655,-1.19082729036509,0.236887762706505
"5","SMI",0.687041735573947,0.486071537253765,1.41345806721298,0.161009222601621
"6","mass_g",0.0548019714485745,0.254296863985036,0.215503921636247,0.829867556063451
"7","sex_M_FM",1.62634115594046,1.36482975041881,1.19160734548863,0.236583176974016
"8","date",0.0956042858078303,0.0730723176885041,1.30835162797732,0.194122906481943
"9","hemolyzedY",0.794026466973812,1.34163065879682,0.591836852987465,0.555460287905747
