"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",33.677969017689,4.58656200156656,7.34274801173213,3.23664987741504e-11
"2","VPD_kPa_int",2.50290154091949,1.44976367625604,1.72642036899637,0.0869572234775245
"3","Solar_rad_Wm2_interpol",-0.0056409326023685,0.00352401073914358,-1.60071379457243,0.112183928313565
"4","SMI",0.305109706294758,0.42359403873168,0.72028800784901,0.472809187268619
"5","sex_M_FM",2.24731351681929,1.13658778446658,1.97724588239701,0.0504065096682395
