"","Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","Res.LL","Cum.Wt"
"1","(model 1) ~ day * humidity * region + cloacal temp",24,2493.77652466048,0,1,0.999430901736731,-1220.89490684851,0.999430901736731
"2","(model 2) ~ day * humidity + day * region + humidity * region + cloacal temp",20,2508.72652875062,14.9500040901462,0.000567084607907642,0.000566761881042156,-1232.98621519498,0.999997663617773
"3","(model 3) ~ day * humidity + day * region + cloacal temp",16,2519.71007626084,25.9335516003666,2.33668850385938e-06,2.33535869849003e-06,-1242.97477923075,0.999999998976472
"4","(model 4) ~ day * humidity + region + cloacal temp",12,2535.17540611685,41.398881456375,1.02411119414975e-09,1.02352837424777e-09,-1255.08930050252,1
"5","(model 5) ~ day * humidity + region",11,2588.68655325392,94.9100285934428,2.45781478441243e-21,2.45641604628718e-21,-1282.92289446136,1
"6","(model 6) ~ day + humidity + region",10,2628.57688628084,134.800361620367,5.35147369313767e-30,5.34842817875298e-30,-1303.93923679122,1
"7","(model 7) ~ day + region",9,2633.79433380685,140.017809146376,3.94020719553934e-31,3.93796483046743e-31,-1307.61235677684,1
"8","(model 8) ~ region",8,2638.35105250869,144.57452784821,4.03682725979341e-32,4.03452990841075e-32,-1310.9483969168,1
"9","null model",4,2696.96651494497,203.189990284493,7.54838809024022e-45,7.54409231568758e-45,-1344.42095217654,1
