"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",32.2573731536696,1.322288559117,24.3951087160661,1.04626828979976e-47
"2","VPD_kPa_int",1.98274546997772,1.40167256004052,1.41455681341183,0.159854252070445
"3","sex_M_FM",2.31168741787505,1.12296455008025,2.05855778591573,0.0417570829672275
