"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",36.1832186455525,2.98364484388996,12.1271868934569,2.32673746474905e-22
"2","VPD_kPa_int",2.54060740232641,1.44581018800535,1.75722056975642,0.0815185301620166
"3","Solar_rad_Wm2_interpol",-0.00497522060568353,0.00339359381815059,-1.46606249076529,0.14533683050849
"4","sex_M_FM",2.3829758671301,1.11854662273983,2.13042158340535,0.0352491171284683
